Legend:,,,,Player,Age,MP,Start,Min,Gls,A,PK,PKatt,CrdY,CrdR,G*,A*,G*+A*,G*-PK*,G*+A*-PK*,xG,NPxG,xA,xG*,xA*,xG*+xA*,NPxG*,NPxG*+xA*,Total Points,Conceded,CleanSheets,CleanSheets*,PenMiss,PenMiss*,YC*,RC*,,
,,,647,Gedson Fernandes,20,7,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.07,0.22,0.29,0.07,0.29,7,1,0,0.00,0,0.000,0.000,0.000,,
,,,648,Federico Fernández,30,32,29,2620,2,2,0,0,8,0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,0.3,0.06,0.01,0.07,0.06,0.07,102,42,8,0.27,0,0.000,0.275,0.000,,
,,,649,Fernando Luiz Rosa,34,30,26,2397,0,1,0,0,9,2,0,0.04,0.04,0,0.04,1.1,1.1,0.5,0.04,0.02,0.06,0.04,0.06,55,27,10,0.38,0,0.000,0.338,0.075,,
,,,650,Roberto Firmino,27,38,34,2988,9,8,0,0,0,0,0.27,0.24,0.51,0.27,0.51,13.5,13.5,6.3,0.41,0.19,0.59,0.41,0.59,155,26,16,0.48,0,0.000,0.000,0.000,,
,,,651,John Fleck,27,30,28,2516,5,2,0,0,8,0,0.18,0.07,0.25,0.18,0.25,3.6,3.6,3.3,0.13,0.12,0.24,0.13,0.24,101,30,8,0.29,0,0.000,0.286,0.000,,
,,,652,Phil Foden,19,23,9,901,5,2,0,0,0,0,0.5,0.2,0.7,0.5,0.7,4.3,4.3,2,0.43,0.2,0.63,0.43,0.63,69,7,4,0.40,0,0.000,0.000,0.000,,
,,,653,Pablo Fornals,23,36,24,2172,2,5,0,0,3,0,0.08,0.21,0.29,0.08,0.29,2.9,2.9,2.2,0.12,0.09,0.21,0.12,0.21,93,35,6,0.25,0,0.000,0.124,0.000,,
,,,654,Ben Foster,36,38,38,3420,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,137,64,9,0.24,0,0.000,0.026,0.000,,
,,,655,Timothy Fosu-Mensah,21,3,2,136,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.08,0.13,0.04,0.13,7,1,1,0.66,0,0.000,0.662,0.000,,
,,,656,Dimitri Foulquier,26,3,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,1,6,0,0.00,0,0.000,0.000,0.000,,
,,,657,Juan Foyth,21,4,1,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,3,3,0,0.00,0,0.000,1.324,0.000,,
,,,658,Simon Francis,34,15,10,969,0,0,0,0,5,1,0,0,0,0,0,0.2,0.2,0.3,0.02,0.03,0.04,0.02,0.04,16,21,1,0.09,0,0.000,0.464,0.093,,
,,,659,Ryan Fraser,25,28,21,2067,1,4,0,0,2,0,0.04,0.17,0.22,0.04,0.22,3.3,3.3,4.1,0.14,0.18,0.32,0.14,0.32,73,34,4,0.17,0,0.000,0.087,0.000,,
,,,660,Frederico Rodrigues de Paula Santos,26,29,23,2163,0,0,0,0,8,0,0,0,0,0,0,2,2,2.5,0.08,0.1,0.18,0.08,0.18,50,26,6,0.25,0,0.000,0.333,0.000,,
,,,661,Ryan Fredericks,26,27,25,2237,0,3,0,0,7,0,0,0.12,0.12,0,0.12,0.1,0.1,2.6,0.01,0.1,0.11,0.01,0.11,74,39,7,0.28,0,0.000,0.282,0.000,,
,,,662,Kieron Freeman,27,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00,0,0.000,0.000,0.000,,
,,,663,Luke Freeman,27,11,3,366,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.3,0.02,0.07,0.09,0.02,0.09,13,5,1,0.25,0,0.000,0.492,0.000,,
,,,664,Christian Fuchs,33,11,8,772,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,26,10,2,0.23,0,0.000,0.000,0.000,,
,,,665,Eric Garcia,18,13,8,793,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.1,0.06,0.02,0.08,0.06,0.08,38,7,5,0.57,0,0.000,0.113,0.000,,
,,,666,James Garner,18,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.00,0,0.000,0.000,0.000,,
,,,667,Dwight Gayle,28,20,10,850,4,2,0,0,2,0,0.42,0.21,0.64,0.42,0.64,4.4,4.4,0.8,0.47,0.09,0.56,0.47,0.56,58,15,4,0.42,0,0.000,0.212,0.000,,
,,,668,Paulo Gazzaniga,27,18,17,1613,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0.02,0.02,0,0.02,58,26,2,0.11,0,0.000,0.056,0.000,,
,,,669,Jean-Philippe Gbamin,23,2,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.66,0,0.000,0.000,0.000,,
,,,670,David de Gea,28,38,38,3420,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,36,13,0.34,0,0.000,0.053,0.000,,
,,,671,Anwar El Ghazi,24,34,26,2051,4,4,1,1,3,0,0.18,0.18,0.35,0.13,0.31,6,5.2,2.8,0.26,0.12,0.39,0.23,0.35,93,48,5,0.22,0,0.000,0.132,0.000,,
,,,672,Morgan Gibbs-White,19,7,1,129,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.07,0.12,0.04,0.12,11,2,0,0.00,0,0.000,0.000,0.000,,
,,,673,Billy Gilmour,18,6,2,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.07,0.08,0.01,0.08,9,3,1,0.46,0,0.000,0.000,0.000,,
,,,674,Olivier Giroud,32,18,12,993,8,0,0,0,1,0,0.73,0,0.73,0.73,0.73,6.7,6.7,1.2,0.6,0.11,0.71,0.6,0.71,68,16,6,0.54,0,0.000,0.091,0.000,,
,,,675,Ben Godfrey,21,30,30,2644,0,0,0,0,3,1,0,0,0,0,0,0.8,0.8,0.1,0.03,0,0.03,0.03,0.03,38,62,3,0.10,0,0.000,0.102,0.034,,
,,,676,Andre Gomes,26,19,17,1458,0,1,0,0,6,0,0,0.06,0.06,0,0.06,0.2,0.2,0.9,0.01,0.05,0.07,0.01,0.07,39,20,5,0.31,0,0.000,0.370,0.000,,
,,,677,Angel Gomes,18,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.63,0.63,0,0.63,2,1,0,0.00,0,0.000,0.000,0.000,,
,,,678,Joe Gomez,22,28,22,2004,0,0,0,0,7,0,0,0,0,0,0,0,0,0.2,0,0.01,0.01,0,0.01,93,16,12,0.54,0,0.000,0.314,0.000,,
,,,679,Anthony Gordon,18,11,4,440,0,1,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0.4,0.05,0.07,0.12,0.05,0.12,17,6,0,0.00,0,0.000,0.000,0.000,,
,,,680,Dan Gosling,29,24,14,1264,3,1,0,0,3,0,0.21,0.07,0.28,0.21,0.28,2.1,2.1,1,0.15,0.07,0.22,0.15,0.22,54,23,2,0.14,0,0.000,0.214,0.000,,
,,,681,Andre Gray,28,23,7,755,2,0,0,0,1,0,0.24,0,0.24,0.24,0.24,2.8,2.8,1.4,0.33,0.17,0.5,0.33,0.5,39,17,0,0.00,0,0.000,0.119,0.000,,
,,,682,Demarai Gray,23,21,3,622,2,3,0,1,1,0,0.29,0.43,0.72,0.29,0.72,2.5,1.7,1.7,0.36,0.24,0.6,0.25,0.49,44,6,1,0.14,1,0.145,0.145,0.000,,
,,,683,Jack Grealish,23,36,36,3233,8,6,0,1,8,0,0.22,0.17,0.39,0.22,0.39,6.5,5.7,7,0.18,0.19,0.37,0.16,0.35,149,63,7,0.19,1,0.028,0.223,0.000,,
,,,684,Mason Greenwood,17,31,12,1320,10,1,0,0,0,0,0.68,0.07,0.75,0.68,0.75,3.6,3.6,0.7,0.25,0.05,0.3,0.25,0.3,103,13,6,0.41,0,0.000,0.000,0.000,,
,,,685,Arnaut Danjuma,22,14,6,630,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.14,0.03,0.18,0.14,0.18,24,12,2,0.29,0,0.000,0.000,0.000,,
,,,686,Pascal Groß,28,29,22,1796,2,4,0,0,4,0,0.1,0.2,0.3,0.1,0.3,1.9,1.9,5.2,0.09,0.26,0.36,0.09,0.36,76,32,3,0.15,0,0.000,0.200,0.000,,
,,,687,Vicente Guaita,32,35,35,3150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,42,10,0.29,0,0.000,0.029,0.000,,
,,,688,Matteo Guendouzi,20,24,19,1748,0,1,0,0,6,0,0,0.05,0.05,0,0.05,0.6,0.6,1.2,0.03,0.06,0.1,0.03,0.1,48,31,3,0.15,0,0.000,0.309,0.000,,
,,,689,Frederic Guilbert,24,25,22,2041,0,2,0,0,7,0,0,0.09,0.09,0,0.09,0.4,0.4,1.5,0.02,0.06,0.08,0.02,0.08,62,36,6,0.26,0,0.000,0.309,0.000,,
,,,690,Ilkay Gundogan,28,31,21,2020,2,1,1,2,7,0,0.09,0.04,0.13,0.04,0.09,4.4,2.9,2.7,0.2,0.12,0.32,0.13,0.25,65,28,7,0.31,1,0.045,0.312,0.000,,
,,,691,Angus Gunn,23,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,2,0.20,0,0.000,0.000,0.000,,
,,,692,Sébastien Haller,25,32,24,2266,7,1,0,0,1,0,0.28,0.04,0.32,0.28,0.32,7.7,7.7,1.9,0.31,0.08,0.38,0.31,0.38,102,41,5,0.20,0,0.000,0.040,0.000,,
,,,693,Grant Hanley,27,15,14,1262,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0,0.03,0,0.04,0.03,0.04,23,25,2,0.14,0,0.000,0.285,0.000,,
,,,694,Kortney Hause,24,18,17,1545,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,2.1,2.1,0.2,0.12,0.01,0.13,0.12,0.13,34,34,2,0.12,0,0.000,0.175,0.000,,
,,,695,Isaac Hayden,24,29,26,2223,1,2,0,0,4,1,0.04,0.08,0.12,0.04,0.12,1.2,1.2,1.6,0.05,0.06,0.11,0.05,0.11,73,36,8,0.32,0,0.000,0.162,0.040,,
,,,696,Tom Heaton,33,20,20,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,35,4,0.20,0,0.000,0.000,0.000,,
,,,697,Dean Henderson,22,36,36,3240,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,160,33,13,0.36,0,0.000,0.056,0.000,,
,,,698,Jordan Henderson,29,30,26,2238,4,5,0,0,2,0,0.16,0.2,0.36,0.16,0.36,1.4,1.4,2.8,0.06,0.11,0.17,0.06,0.17,116,14,16,0.64,0,0.000,0.080,0.000,,
,,,699,Jeff Hendrick,27,24,22,1931,2,2,0,0,8,0,0.09,0.09,0.19,0.09,0.19,1.5,1.5,0.7,0.07,0.03,0.11,0.07,0.11,67,30,10,0.47,0,0.000,0.373,0.000,,
,,,700,Wayne Hennessey,32,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0.00,0,0.000,0.000,0.000,,
,,,701,Javier Hernandez,31,2,1,107,1,0,0,0,0,0,0.84,0,0.84,0.84,0.84,0.8,0.8,0,0.68,0,0.68,0.68,0.68,9,4,0,0.00,0,0.000,0.000,0.000,,
,,,702,Onel Hernández,26,26,14,1384,1,2,0,0,0,0,0.07,0.13,0.2,0.07,0.2,2.5,2.5,0.9,0.16,0.06,0.22,0.16,0.22,52,32,1,0.07,0,0.000,0.000,0.000,,
,,,703,Heung-Min Son,27,30,28,2476,11,10,0,1,0,2,0.4,0.36,0.76,0.4,0.76,8.9,8,7,0.32,0.25,0.58,0.29,0.55,169,32,7,0.25,1,0.036,0.000,0.073,,
,,,704,George Hirst,20,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.96,0,0.96,0.96,0.96,2,1,0,0.00,0,0.000,0.000,0.000,,
,,,705,Rob Holding,23,8,6,581,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.01,0.01,16,9,1,0.15,0,0.000,0.155,0.000,,
,,,706,José Holebas,35,14,11,1025,0,0,0,0,5,0,0,0,0,0,0,0.5,0.5,0.8,0.04,0.07,0.11,0.04,0.11,21,28,2,0.18,0,0.000,0.439,0.000,,
,,,707,Mason Holgate,22,27,24,2054,0,3,0,0,5,0,0,0.13,0.13,0,0.13,2.2,2.2,0.5,0.1,0.02,0.12,0.1,0.12,71,34,5,0.22,0,0.000,0.219,0.000,,
,,,708,Nathan Holland,21,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.13,0.13,0.13,2,1,0,0.00,0,0.000,0.000,0.000,,
,,,709,Conor Hourihane,28,27,18,1534,3,5,0,0,4,0,0.18,0.29,0.47,0.18,0.47,1.6,1.6,5.1,0.09,0.3,0.39,0.09,0.39,83,29,6,0.35,0,0.000,0.235,0.000,,
,,,710,Callum Hudson-Odoi,18,22,7,863,1,5,0,0,1,0,0.1,0.52,0.63,0.1,0.63,1.7,1.7,2.7,0.18,0.28,0.45,0.18,0.45,53,14,2,0.21,0,0.000,0.104,0.000,,
,,,711,Will Hughes,24,30,27,2252,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,2.5,2.5,1.2,0.1,0.05,0.15,0.1,0.15,62,46,5,0.20,0,0.000,0.360,0.000,,
,,,712,Pierre-Emile Hojbjerg,23,33,30,2752,0,1,0,0,5,0,0,0.03,0.03,0,0.03,2.7,2.7,2.1,0.09,0.07,0.16,0.09,0.16,75,51,7,0.23,0,0.000,0.164,0.000,,
,,,713,Jordon Ibe,23,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.00,0,0.000,0.000,0.000,,
,,,714,Adam Idah,18,12,1,228,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,0.4,0.02,0.42,0.4,0.42,13,9,0,0.00,0,0.000,0.000,0.000,,
,,,715,Odion Ighalo,30,11,0,101,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.1,1.35,0.13,1.48,1.35,1.48,11,0,0,0.00,0,0.000,0.000,0.000,,
,,,716,Kelechi Iheanacho,22,20,12,960,5,3,0,0,1,0,0.47,0.28,0.75,0.47,0.75,4.8,4.8,2.4,0.45,0.23,0.67,0.45,0.67,64,9,3,0.28,0,0.000,0.094,0.000,,
,,,717,Danny Ings,27,38,32,2804,22,2,1,2,3,0,0.71,0.06,0.77,0.67,0.74,16.7,15.2,2.7,0.54,0.09,0.62,0.49,0.58,198,44,6,0.19,1,0.032,0.096,0.000,,
,,,718,Alex Iwobi,23,25,19,1596,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,2.4,2.4,2.3,0.13,0.13,0.26,0.13,0.26,52,30,4,0.23,0,0.000,0.000,0.000,,
,,,719,Phil Jagielka,36,6,2,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0.00,0,0.000,0.000,0.000,,
,,,720,Alireza Jahanbakhsh,25,10,3,311,2,0,0,0,0,0,0.58,0,0.58,0.58,0.58,0.5,0.5,0,0.15,0.01,0.16,0.15,0.16,28,4,1,0.29,0,0.000,0.000,0.000,,
,,,721,Daniel James,21,33,26,2287,3,6,0,0,4,0,0.12,0.24,0.35,0.12,0.35,3.6,3.6,4,0.14,0.16,0.3,0.14,0.3,95,29,7,0.28,0,0.000,0.157,0.000,,
,,,722,Matty James,28,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,723,Reece James,19,24,16,1515,0,2,0,0,1,0,0,0.12,0.12,0,0.12,0.7,0.7,3.2,0.04,0.19,0.24,0.04,0.24,61,23,5,0.30,0,0.000,0.059,0.000,,
,,,724,Daryl Janmaat,30,8,7,607,0,1,0,0,1,0,0,0.15,0.15,0,0.15,0.3,0.3,0.4,0.04,0.07,0.11,0.04,0.11,36,5,4,0.59,0,0.000,0.148,0.000,,
,,,725,Gabriel Jesus,22,34,21,2030,14,7,0,1,3,0,0.62,0.31,0.93,0.62,0.93,18.5,17.7,3.8,0.82,0.17,0.99,0.79,0.95,146,14,12,0.53,1,0.044,0.133,0.000,,
,,,726,Raúl Jiménez,28,38,37,3236,17,6,4,4,3,0,0.47,0.17,0.64,0.36,0.53,14.7,11.7,5.6,0.41,0.15,0.56,0.33,0.48,194,36,15,0.42,0,0.000,0.083,0.000,,
,,,727,Joelinton Apolinario,22,38,32,2683,2,2,0,0,7,0,0.07,0.07,0.13,0.07,0.13,4.8,4.8,2.4,0.16,0.08,0.24,0.16,0.24,78,46,9,0.30,0,0.000,0.235,0.000,,
,,,728,Ben Johnson,19,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.05,0.06,0,0.06,6,3,0,0.00,0,0.000,0.000,0.000,,
,,,729,Curtis Jones,18,6,1,126,1,0,0,0,0,0,0.71,0,0.71,0.71,0.71,0.9,0.9,0,0.63,0,0.63,0.63,0.63,13,1,1,0.71,0,0.000,0.000,0.000,,
,,,730,Phil Jones,27,2,2,135,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.11,0,0.11,0.11,0.11,2,3,0,0.00,0,0.000,0.000,0.000,,
,,,731,Bruno Jordao,20,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,732,Jorge Luiz Frello Filho,27,31,27,2379,4,2,3,3,10,0,0.15,0.08,0.23,0.04,0.11,3.4,1.1,2.3,0.13,0.09,0.22,0.04,0.13,92,40,6,0.23,0,0.000,0.378,0.000,,
,,,733,Jota Ramallo,28,10,4,335,0,1,0,0,0,0,0,0.27,0.27,0,0.27,0.2,0.2,0.6,0.06,0.17,0.24,0.06,0.24,17,5,2,0.54,0,0.000,0.000,0.000,,
,,,734,Diogo Jota,22,34,27,2284,7,1,0,0,4,0,0.28,0.04,0.32,0.28,0.32,9.6,9.6,3.7,0.38,0.15,0.53,0.38,0.53,105,28,10,0.39,0,0.000,0.158,0.000,,
,,,735,James Justin,21,13,11,1012,0,1,0,0,1,0,0,0.09,0.09,0,0.09,0.4,0.4,1.1,0.04,0.1,0.14,0.04,0.14,35,14,4,0.36,0,0.000,0.089,0.000,,
,,,736,Christian Kabasele,28,27,26,2250,0,2,0,0,3,2,0,0.08,0.08,0,0.08,1.1,1.1,0.6,0.04,0.02,0.07,0.04,0.07,73,35,7,0.28,0,0.000,0.120,0.080,,
,,,737,Harry Kane,26,29,29,2587,18,2,2,2,4,0,0.63,0.07,0.7,0.56,0.63,10.5,9,2.3,0.37,0.08,0.45,0.31,0.39,158,36,6,0.21,0,0.000,0.139,0.000,,
,,,738,N'Golo Kanté,28,22,20,1732,3,0,0,0,4,0,0.16,0,0.16,0.16,0.16,1.6,1.6,2.1,0.08,0.11,0.19,0.08,0.19,57,25,3,0.16,0,0.000,0.208,0.000,,
,,,739,Moise Kean,19,29,6,852,2,2,0,0,1,0,0.21,0.21,0.42,0.21,0.42,4.1,4.1,1,0.44,0.11,0.54,0.44,0.54,53,15,1,0.11,0,0.000,0.106,0.000,,
,,,740,Michael Keane,26,31,28,2559,2,0,0,0,3,0,0.07,0,0.07,0.07,0.07,1.7,1.7,0.7,0.06,0.02,0.09,0.06,0.09,90,42,7,0.25,0,0.000,0.106,0.000,,
,,,741,Naby Keita,24,18,9,815,2,3,0,0,1,0,0.22,0.33,0.55,0.22,0.55,1.5,1.5,2.3,0.17,0.26,0.43,0.17,0.43,52,8,5,0.55,0,0.000,0.110,0.000,,
,,,742,Lloyd Kelly,20,8,7,639,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0.02,0.03,0,0.03,11,15,1,0.14,0,0.000,0.282,0.000,,
,,,743,Martin Kelly,29,19,17,1549,0,1,0,0,0,0,0,0.06,0.06,0,0.06,0.1,0.1,0.9,0.01,0.05,0.06,0.01,0.06,64,16,6,0.35,0,0.000,0.000,0.000,,
,,,744,Max Kilman,22,3,2,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0.00,0,0.000,0.000,0.000,,
,,,745,Joshua King,27,26,24,2011,6,4,3,3,0,0,0.27,0.18,0.45,0.13,0.31,6.6,4.3,3.8,0.3,0.17,0.47,0.19,0.36,99,37,4,0.18,0,0.000,0.000,0.000,,
,,,746,Timm Klose,31,7,7,585,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.06,0,0.06,0.06,0.06,9,13,0,0.00,0,0.000,0.000,0.000,,
,,,747,Jonathan Kodjia,29,6,0,117,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.04,0,0.04,0.04,0.04,5,6,0,0.00,0,0.000,0.769,0.000,,
,,,748,Sead Kolasinac,26,26,19,1701,0,2,0,0,4,0,0,0.11,0.11,0,0.11,0.7,0.7,1,0.04,0.06,0.09,0.04,0.09,55,26,4,0.21,0,0.000,0.212,0.000,,
,,,749,Ezri Konsa,21,25,24,2039,1,2,0,0,3,0,0.04,0.09,0.13,0.04,0.13,1.6,1.6,0.5,0.07,0.02,0.09,0.07,0.09,65,39,5,0.22,0,0.000,0.132,0.000,,
,,,750,Cheikhou Kouyaté,29,35,29,2528,1,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,1.8,1.8,0.8,0.06,0.03,0.09,0.06,0.09,85,36,10,0.36,0,0.000,0.142,0.000,,
,,,751,Mateo Kovacic,25,31,23,2073,1,3,0,0,8,0,0.04,0.13,0.17,0.04,0.17,1.4,1.4,1.9,0.06,0.08,0.14,0.06,0.14,68,37,4,0.17,0,0.000,0.347,0.000,,
,,,752,Emil Krafth,24,17,11,1020,0,1,0,0,0,0,0,0.09,0.09,0,0.09,0.3,0.3,0.4,0.02,0.03,0.06,0.02,0.06,37,23,3,0.26,0,0.000,0.000,0.000,,
,,,753,Tim Krul,31,36,36,3240,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,68,5,0.14,0,0.000,0.111,0.000,,
,,,754,Alexandre Lacazette,28,30,22,1874,10,4,0,0,8,0,0.48,0.19,0.67,0.48,0.67,8.5,8.5,3.1,0.41,0.15,0.55,0.41,0.55,118,25,5,0.24,0,0.000,0.384,0.000,,
,,,755,Adam Lallana,31,15,3,382,1,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,1.1,1.1,0.7,0.25,0.16,0.41,0.25,0.41,27,5,1,0.24,0,0.000,0.236,0.000,,
,,,756,Erik Lamela,27,25,12,1215,2,1,0,0,3,0,0.15,0.07,0.22,0.15,0.22,2.7,2.7,1.6,0.2,0.12,0.32,0.2,0.32,65,12,5,0.37,0,0.000,0.222,0.000,,
,,,757,Tariq Lamptey,18,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.32,0.32,0,0.32,26,8,3,8.44,0,0.000,0.000,0.000,,
,,,758,Tariq Lamptey,18,8,7,588,0,1,0,0,2,0,0,0.15,0.15,0,0.15,0.1,0.1,0.6,0.01,0.1,0.11,0.01,0.11,26,8,3,0.46,0,0.000,0.306,0.000,,
,,,759,Henri Lansbury,28,10,2,195,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08,12,6,0,0.00,0,0.000,0.000,0.000,,
,,,760,Manuel Lanzini,26,24,14,1379,0,2,0,0,1,0,0,0.13,0.13,0,0.13,2,2,2.5,0.13,0.16,0.29,0.13,0.29,50,30,2,0.13,0,0.000,0.065,0.000,,
,,,761,Aymeric Laporte,25,15,14,1097,1,0,0,0,1,0,0.08,0,0.08,0.08,0.08,0.3,0.3,0.1,0.03,0.01,0.03,0.03,0.03,63,5,8,0.66,0,0.000,0.082,0.000,,
,,,762,Jamaal Lascelles,25,24,24,2076,1,0,0,0,5,0,0.04,0,0.04,0.04,0.04,0.3,0.3,0.1,0.01,0.01,0.02,0.01,0.02,73,31,8,0.35,0,0.000,0.217,0.000,,
,,,763,Valentino Lazaro,23,13,4,480,1,0,0,0,0,1,0.19,0,0.19,0.19,0.19,0.5,0.5,0.2,0.1,0.04,0.14,0.1,0.14,19,13,0,0.00,0,0.000,0.000,0.188,,
,,,764,Moritz Leitner,26,9,7,685,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.03,0.04,0.07,0.03,0.07,16,16,1,0.13,0,0.000,0.131,0.000,,
,,,765,Florian Lejeune,28,6,4,442,2,0,0,0,0,0,0.41,0,0.41,0.41,0.41,0.6,0.6,0.1,0.12,0.01,0.13,0.12,0.13,24,10,1,0.20,0,0.000,0.000,0.000,,
,,,766,Aaron Lennon,32,16,4,496,0,0,0,0,4,0,0,0,0,0,0,0,0,0.1,0,0.02,0.02,0,0.02,15,15,0,0.00,0,0.000,0.726,0.000,,
,,,767,Bernd Leno,27,30,30,2649,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,39,7,0.24,0,0.000,0.068,0.000,,
,,,768,Jefferson Lerma,24,33,31,2703,1,2,0,0,13,1,0.03,0.07,0.1,0.03,0.1,1.2,1.2,1.8,0.04,0.06,0.1,0.04,0.1,65,49,4,0.13,0,0.000,0.433,0.033,,
,,,769,Jamal Lewis,21,28,25,2304,1,0,0,0,4,0,0.04,0,0.04,0.04,0.04,0.4,0.4,1,0.01,0.04,0.05,0.01,0.05,48,56,3,0.12,0,0.000,0.156,0.000,,
,,,770,Victor Lindelöf,25,35,35,3092,1,0,0,0,6,0,0.03,0,0.03,0.03,0.03,0.4,0.4,0.3,0.01,0.01,0.02,0.01,0.02,116,32,12,0.35,0,0.000,0.175,0.000,,
,,,771,Jesse Lingard,26,22,9,935,1,0,0,0,3,0,0.1,0,0.1,0.1,0.1,2.7,2.7,0.9,0.26,0.09,0.35,0.26,0.35,32,14,1,0.10,0,0.000,0.289,0.000,,
,,,772,Hugo Lloris,32,21,21,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,21,6,0.30,0,0.000,0.000,0.000,,
,,,773,Giovani Lo Celso,23,28,15,1492,0,2,0,0,6,0,0,0.12,0.12,0,0.12,1.2,1.2,2.1,0.08,0.12,0.2,0.08,0.2,54,18,6,0.36,0,0.000,0.362,0.000,,
,,,774,Jürgen Locadia,25,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.35,0,0.35,0.35,0.35,3,1,1,1.05,0,0.000,0.000,0.000,,
,,,775,Ruben Loftus-Cheek,23,7,2,208,0,1,0,0,0,0,0,0.43,0.43,0,0.43,0.5,0.5,0.3,0.23,0.13,0.36,0.23,0.36,12,3,1,0.43,0,0.000,0.000,0.000,,
,,,776,Kevin Long,28,8,6,564,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.03,0,0.03,0.03,0.03,21,5,2,0.32,0,0.000,0.000,0.000,,
,,,777,Shane Long,32,26,15,1395,2,2,0,0,0,0,0.13,0.13,0.26,0.13,0.26,4.8,4.8,1.4,0.31,0.09,0.4,0.31,0.4,62,20,5,0.32,0,0.000,0.000,0.000,,
,,,778,Matthew Longstaff,19,9,6,575,2,0,0,0,1,0,0.31,0,0.31,0.31,0.31,0.4,0.4,0.2,0.07,0.03,0.1,0.07,0.1,27,11,1,0.16,0,0.000,0.157,0.000,,
